index;nome_produto;categoria;nome_produto_processed;categoria_encoded;pred_encode;categoria_pred
11358;JG AMERICANO KREA BAMBOO C/4;MESA;jg americano krea bamboo com 4;198;198;MESA
12806;PIZZA MUSSARELA F34 500G;PIZZA;pizza mussarela f34 500 g;233;233;PIZZA
3503;CALDO MAGGI 63G GALINHA AZEITE;CALDO;caldo maggi 63 g galinha azeite;55;55;CALDO
11307;MEL EBIA 500G JARRA VDO;MEL;mel ebia 500 g jarra vdo;197;197;MEL
7773;FRALDA PAMPERS CONFORT FORT XG C/58;FRALDA INFANTIL;fralda pampers confort fort xg com 58;133;133;FRALDA INFANTIL
18339;AGUA MINERAL HERITAGE S/GAS GFA 510ML;ÁGUA MINERAL;agua mineral heritage sem gas gfa 510 ml;315;315;ÁGUA MINERAL
11281;MEIA LOBA ESSENCIAL FUMEE P 5770;MEIA;meia loba essencial fumee p 5770;196;196;MEIA
10283;GEL QUIM AROMA 6g;LIMPEZA SANITÁRIA;gel quim aroma 6 g;180;130;FIXADOR DE CABELO
15914;SUCO IMBAMARA MARACUJA 500ML;SUCO PRONTO/NECTAR;suco imbamara maracuja 500 ml;281;281;SUCO PRONTO/NECTAR
8114;COCO BENASSI NATURAL FAT 170G;FRUTAS;coco benassi natural fat 170 g;137;137;FRUTAS
4584;CHA FEEL GOOD VDE-LAR/GENG PET 450ML;CHÁ PRONTO;cha feel good vde-largeng pet 450 ml;68;68;CHÁ PRONTO
11685;MOSTARDA 360g CEPERA;MOSTARDA;mostarda 360 g cepera;211;211;MOSTARDA
12340;MOP CONDOR LIMPA LUSTRA REFIL;PANOS/FLANELAS;mop condor limpa lustra refil;220;220;PANOS/FLANELAS
11805;CASTANHA PARA UNIAGO CX 90G;OLEOGINÓSA;castanha para uniago cx 90 g;214;214;OLEOGINÓSA
6205;DESINFETANTE SANTA CLARA 5L LAVANDA .;DESINFETANTE;desinfetante santa clara 5 l lavanda ;97;97;DESINFETANTE
16172;CELULAR MOTOROLA MOTO ONE BC XT1941-3;TELEFONIA;celular motorola moto one bc xt1941-3;286;286;TELEFONIA
1195;ARROZ ORG CAMIL 1KG;ARROZ;arroz org camil 1 kg;22;22;ARROZ
10390;LIQUIDIFICADOR SEMP TCL VM 1.5L 1000W 127V LI8017;LIQUIDIFICADOR;liquidificador semp tcl vm 15 l 1000w 127v li8017;182;182;LIQUIDIFICADOR
5015;MOLHO FUGINI SC 300G, YAKISSOBA;COMIDA ORIENTAL;molho fugini sc 300 g yakissoba;76;76;COMIDA ORIENTAL
9838;LEITE SAB CHOCO NESQUIK C 3X200ML MOR;LEITE SABORIZADO;leite sab choco nesquik 3x200 ml mor;170;170;LEITE SABORIZADO
7269;ESSENCIA ARRIFANA AMENDOA 30ML;ESSÊNCIA/CORANTE;essencia arrifana amendoa 30 ml;121;121;ESSÊNCIA/CORANTE
11589;MOLHO INGLES SABOR 150ML PIC;MOLHO INGLÊS;molho ingles sabor 150 ml pic;207;207;MOLHO INGLÊS
15767;SUCO SERGIPE PET 500ML GOIABA;SUCO CONCENTRADO;suco sergipe pet 500 ml goiaba;279;281;SUCO PRONTO/NECTAR
11543;MOLHO TOM PRAMESA 2KG-SACHE PIZZA;MOLHO DE TOMATE;molho tom pramesa 2 kg-sache pizza;206;206;MOLHO DE TOMATE
10521;MANTEIGA 200g COMPLEITE;MANTEIGA;manteiga 200 g compleite;187;187;MANTEIGA
18296;AGUA MINERAL BIOLEVE S/GAS ROSA PET 510ML;ÁGUA MINERAL;agua mineral bioleve sem gas rosa pet 510 ml;315;315;ÁGUA MINERAL
2559;BISC WAFF TRIUNFO CHOC BEIJINHO 145G;BISCOITO;bisc waff triunfo choc beijinho 145 g;44;44;BISCOITO
2927;CHOC PECCIN TRENTO DARK 32G;BOMBONIERE;choc peccin trento dark 32 g;46;46;BOMBONIERE
8158;CAMARAO 7 BARBAS QUATRO MARES 400G DESC;FRUTOS DO MAR CONGELADOS;camarao 7 barbas quatro mares 400 g desc;138;138;FRUTOS DO MAR CONGELADOS
10021;LIMP M USO POLITRIZ TQ 500ML;LIMPADOR MULTIUSO;limp m uso politriz tq 500 ml;176;176;LIMPADOR MULTIUSO
15784;SUCO NATURAL ONE RESF 900ML UV/MA BLEND;SUCO NATURAL;suco natural one resf 900 ml uvma blend;280;280;SUCO NATURAL
5822;CR DENT CREME SORRISO XTREME WHITE BRILHO 5 ESTRELAS 90G;CREME/GEL DENTAL ADULTO;cr dent creme sorriso xtreme white brilho 5 estrelas 90 g;87;87;CREME/GEL DENTAL ADULTO
829;RACAO GATO FARO AD CARNE/PEIXE/VEG 1KG;ALIMENTO PARA GATOS;racao gato faro ad carnepeixeveg 1 kg;13;13;ALIMENTO PARA GATOS
11417;ACHOCOLAT DIET PO LOWCUCAR 210G-PT;MODIFICADOR DE LEITE;achocolat diet po lowcucar 210 g-pt;201;124;FARINÁCEO
12323;ESFREGAO P/ CHAO MAXIMO OBER 67X40 COL;PANOS/FLANELAS;esfregao para chao maximo ober 67x40 col;220;220;PANOS/FLANELAS
13147;CHUPETA LILLO CORES FORTES EX-AIR SIL ROSA TAM 2 1UN;PUERICULTURA;chupeta lillo cores fortes ex-air sil rosa tam 2 1 un;245;245;PUERICULTURA
5468;COENTRO CHEIRO VERDE UND;CONDIMENTO NATURAL;coentro cheiro verde und;79;309;VERDURAS
13312;DIFUSOR AROMAS VIA AROMA BABY 100ML;PURIFICADOR DE AR;difusor aromas via aroma baby 100 ml;246;246;PURIFICADOR DE AR
17971;VINAGRE GALLO 250ML-VD VINHO BCO;VINAGRE;vinagre gallo 250 ml-vd vinho bco;310;310;VINAGRE
1895;SOBRECOXA FRANGO COPACOL TEMP RESF 1KG;AVE RESFRIADA;sobrecoxa frango copacol temp resf 1 kg;33;33;AVE RESFRIADA
4470;CHA BARAO 13G VERDE;CHÁ;cha barao 13 g verde;67;67;CHÁ
5076;COND GOTA DOURADA FORTALEC CAB 430ML;CONDICIONADOR;cond gota dourada fortalec cab 430 ml;77;77;CONDICIONADOR
6478;BANANINHA TACHAO 25G C/CHOC;DOCE MASSA;bananinha tachao 25 g com choc;102;102;DOCE MASSA
266;PALITO VERTIX MANICURE C/100 3228 .;ACESSÓRIOS MÃO E PÉ;palito vertix manicure com 100 3228 ;5;5;ACESSÓRIOS MÃO E PÉ
17216;XICARA GERMER B C/PIRES FOLK 4693820;UTENSÍLIOS DE PORCELANA/CERÂMICA;xicara germer b com pires folk 4693820;301;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
17788;ALFACE MIMOSA SOLO VIVO UN;VERDURAS;alface mimosa solo vivo un;309;309;VERDURAS
7872;FRALDA CREMER DISNEY BABY JUMBINHO XG 14UN;FRALDA INFANTIL;fralda cremer disney baby jumbinho xg 14 un;133;133;FRALDA INFANTIL
6191;DESINF SCARLIM LEIOTO EUCALIPTO 5L;DESINFETANTE;desinf scarlim leioto eucalipto 5 l;97;97;DESINFETANTE
7981;PASSAS LA VIOLETERA 100G BRANCA S/S .;FRUTA SECA;passas la violetera 100 g branca sem s ;136;136;FRUTA SECA
10472;MAIONESE HELLMANNS 500G-PET C/AZEITE OLIVA;MAIONESE;maionese hellmanns 500 g-pet com azeite oliva;186;186;MAIONESE
151;CABIDE ARQPLAST ADULTO CONJ.6 PC;ACESSÓRIOS DE LAVANDERIA;cabide arqplast adulto conj6 pc;2;2;ACESSÓRIOS DE LAVANDERIA
17950;VINAG BELMO BALS 500;VINAGRE;vinag belmo bals 500;310;151;HIGIENE ÍNTIMA FEMININA
9042;IOG YOGUEDES SC MORANGO 900G;IOGURTE;iog yoguedes sc morango 900 g;155;155;IOGURTE
15386;SH BIO EXTRATUS KIDS 250ML 2 EM 1 MENINO;SHAMPOO INFANTIL;sh bio extratus kids 250 ml 2 em 1 menino;274;273;SHAMPOO
3670;SAND AD HAVAIANAS SURF 37/38 AREIA/CAF;CALÇADO ADULTO;sand ad havaianas surf 3738 areiacaf;56;56;CALÇADO ADULTO
5619;CR PENTEAR ORIGEM RESTAURACAO 300ML;CREME DE PENTEAR;cr pentear origem restauracao 300 ml;85;85;CREME DE PENTEAR
5251;COND FRUCTIS STOP QUEDAS LV300MLPG250;CONDICIONADOR;cond fructis stop quedas lv300 mlpg250;77;77;CONDICIONADOR
1266;VELA REGINA CINTILANTE AZUL NÂº0;ARTIGOS PARA FESTAS;vela regina cintilante azul n0;23;23;ARTIGOS PARA FESTAS
8013;AMEIXA PRETA SECA S/CAROCO A GRANEL kg;FRUTAS;ameixa preta seca sem caroco a granel kg;137;136;FRUTA SECA
13784;QUEIJO QUATTOCOLLI PECORINO ROMANO 200G;QUEIJO;queijo quattocolli pecorino romano 200 g;250;250;QUEIJO
9066;IOG GREGO CAROLINA FRUTAS AMAR 100G;IOGURTE;iog grego carolina frutas amar 100 g;155;155;IOGURTE
9266;KIT SH/COND 240ml RELVAZON ERVA DOCE;KIT CABELOS ADULTOS;kit shcond 240 ml relvazon erva doce;159;160;KIT CABELOS INFANTIL
13454;PAO THABRULAI LEITE PCT 500G;PÃES;pao thabrulai leite pct 500 g;247;247;PÃES
10009;LIMP PERF VEJA FRUTAS CAMP 500ML;LIMPADOR MULTIUSO;limp perf veja frutas camp 500 ml;176;176;LIMPADOR MULTIUSO
15319;SH ELSEVE HYDR MAX COLAG 750ML;SHAMPOO;sh elseve hydr max colag 750 ml;273;273;SHAMPOO
1967;OLEO COMPOSTO MARIA 500ML PET ALHO;AZEITE;oleo composto maria 500 ml pet alho;35;35;AZEITE
16654;CONJ TALHER 12PCS VERDE TRAMONTINA;UTENSÍLIOS DE INOX/ALUMÍNIO;conj talher 12pcs verde tramontina;296;296;UTENSÍLIOS DE INOX/ALUMÍNIO
5271;CONDIC INF HOT WHEELS SPORT AMARELO 300ML;CONDICIONADOR INFANTIL;condic inf hot wheels sport amarelo 300 ml;78;78;CONDICIONADOR INFANTIL
3560;SAND IPANEMA SUNSHINE 39/40 ROSA/R C;CALÇADO ADULTO;sand ipanema sunshine 3940 rosar;56;56;CALÇADO ADULTO
10162;LIMP AG MICELAR NIVEA SOLUCAO LIMP 6EM1 200ML;LIMPEZA DO ROSTO;limp ag micelar nivea solucao limp 6em1 200 ml;178;176;LIMPADOR MULTIUSO
4433;ESPETO CHUR THEOTO MAD 100UN-PC;CHURRASCO;espeto chur theoto mad 100 un-pc;66;66;CHURRASCO
13232;PURIF AR AERO GLADE AMORE 360ML;PURIFICADOR DE AR;purif ar aero glade amore 360 ml;246;246;PURIFICADOR DE AR
13729;QUEIJO EMMENTAL BASEL PESO;QUEIJO;queijo emmental basel peso;250;250;QUEIJO
10296;LINGUIÇA DE FRANGO PERDIGÃO KG;LINGUIÇA;linguia de frango perdigo kg;181;33;AVE RESFRIADA
14746;SALAME PAMPLONA ITAL FAT 100GR CART;SALAME;salame pamplona ital fat 100 gr cart;268;268;SALAME
18179;VINHO PORTUGUES M MARIALVA SELEC TTO 750ML;VINHO;vinho portugues m marialva selec tto 750 ml;311;311;VINHO
17872;SALSINHA UNID;VERDURAS;salsinha un;309;309;VERDURAS
5818;CR DENT CREME CLOSE UP TRIPLE MENTA 70G 12UN/PG10;CREME/GEL DENTAL ADULTO;cr dent creme close up triple menta 70 g 12 unpg10;87;87;CREME/GEL DENTAL ADULTO
1740;LUBRIF 10W40 TOTAL 7000;AUTOMOTIVO ÓLEOS/ADITIVOS/FLUIDOS;lubrif 10w40 total 7000;31;31;AUTOMOTIVO ÓLEOS/ADITIVOS/FLUIDOS
9285;KIT ELSEVE SH 375ML+CO 170ML-FR ARGININA RES X3;KIT CABELOS ADULTOS;kit elseve sh 375 ml+co 170ml-fr arginina res x3;159;159;KIT CABELOS ADULTOS
15416;ESPUMANTE ESP CASTELL D'ORDAL 750ML;SIDRA/ESPUMANTE;espumante esp castell dordal 750 ml;275;275;SIDRA/ESPUMANTE
12891;POLPA FRUTA ICEFRUIT MORANGO;POLPA DE FRUTA;polpa fruta icefruit morango;236;236;POLPA DE FRUTA
11862;CESTO ORG SANREMO FLEXIVEL RED BC 44L;ORGANIZADOR;cesto org sanremo flexivel red bc 44 l;215;215;ORGANIZADOR
10920;MAC KORIN ORG PENNE 500G GRAO DURO;MASSA SECA;mac korin org penne 500 g grao duro;193;193;MASSA SECA
13547;PAO ALHO SABOR ZE DO ESPETO 450G-PC ALHO PORO;PÃO DE ALHO;pao alho sabor ze do espeto 450 g-pc alho poro;248;248;PÃO DE ALHO
776;ALIM CAO PEDIGREE AD RP CAR SACHE C/8UN;ALIMENTO PARA CÃES;alim cao pedigree ad rp car sache com 8 un;12;12;ALIMENTO PARA CÃES
4526;CHA MAT MATE REAL NATURAL C/20;CHÁ;cha mat mate real natural com 20;67;67;CHÁ
108;ESPONJA BANHO FRESH NYLON 103;ACESSÓRIOS DE BANHO;esponja banho fresh nylon 103;1;1;ACESSÓRIOS DE BANHO
8840;LAMPADAS CLASSIC KIAN LED 9W;ILUMINAÇÃO;lampadas classic kian led 9w;153;153;ILUMINAÇÃO
12910;POLPA FRUTA DEMARCHI CUPUACU 100G;POLPA DE FRUTA;polpa fruta demarchi cupuacu 100 g;236;236;POLPA DE FRUTA
1298;VELA JUNCO SKIN 5 AZUL;ARTIGOS PARA FESTAS;vela junco skin 5 azul;23;23;ARTIGOS PARA FESTAS
6421;DESOD H20 ROLL ON 50ML HOMEM;DESODORANTE UNISSEX;desod h20 roll on 50 ml homem;100;100;DESODORANTE UNISSEX
5003;PRATO PRONTO BONSAI SUSHI URAMAKI 200G;COMIDA ORIENTAL;prato pronto bonsai sushi uramaki 200 g;76;76;COMIDA ORIENTAL
60;PROT DIARIO CAREFREE TODO DIA FLEXI S/PERF CX C/40;ABSORVENTE;prot diario carefree todo dia flexi sem perf cx com 40;0;0;ABSORVENTE
16968;COLHER KREA P/SORVETE 1606;UTENSÍLIOS DE PLÁSTICO;colher krea para sorvete 1606;300;278;SORVETE
4963;GUMI APPLE 107G KASUGAI;COMIDA ORIENTAL;gumi apple 107 g kasugai;76;76;COMIDA ORIENTAL
11076;MOCHILA SESTINI POA PT/BC 71581-74;MATERIAL ESCOLAR;mochila sestini poa ptbc 71581-74;195;195;MATERIAL ESCOLAR
7715;POMADA CABELO NEW BARBER BLACK 150G;FIXADOR DE CABELO;pomada cabelo new barber black 150 g;130;86;CREME PARA TRATAMENTO
17631;CACHEPO BEZAVEL PRIMAVERA SORTIDO;VASOS;cachepo bezavel primavera sortido;305;305;VASOS
9105;ESGUICHO REVOLVER CROMADO ASA DO BRASIL;JARDINAGEM CUIDAR;esguicho revolver cromado asa do brasil;156;224;PAPELARIA
3132;FILE COST (ENTREC) BOV TOP QUALITY (V)KG;BOVINO RESFRIADO;file cost entrec bov top quality vkg;48;48;BOVINO RESFRIADO
9360;SANDUICHE PEITO PERU KG;LANCHE PRONTO;sanduiche peito peru kg;161;161;LANCHE PRONTO
7322;FARINHA MAND ZANFA'S 1kg BRANCA .;FARINÁCEO;farinha mand zanfas 1 kg branca ;124;124;FARINÁCEO
11549;MOLHO LA PASTINA 320GR OLIVE .;MOLHO DE TOMATE;molho la pastina 320 gr olive ;206;206;MOLHO DE TOMATE
18082;VINHO CASTELO DO SULCO GFA 750ML;VINHO;vinho castelo do sulco gfa 750 ml;311;311;VINHO
16100;PERNIL SUINO SULITA Kg TEMP RESF;SUÍNO RESFRIADO;pernil suino sulita kg temp resf;284;284;SUÍNO RESFRIADO
685;ALIM P CAES FOSTER 8KG, JUNIOR;ALIMENTO PARA CÃES;alim p caes foster 8 kg junior;12;12;ALIMENTO PARA CÃES
18337;AGUA MINERAL FONT LIFE C/GAS PET 510ML;ÁGUA MINERAL;agua mineral font life com gas pet 510 ml;315;315;ÁGUA MINERAL
11241;CADERNO CD LIFT COSTURADO AZUL 1 4 96FLS;MATERIAL ESCOLAR;caderno cd lift costurado azul 1 4 96fls;195;195;MATERIAL ESCOLAR
12149;PALMITO RIBEIRAO INTEIRO 300G;PALMITO;palmito ribeirao inteiro 300 g;218;218;PALMITO
6226;DES AERO REXONA IMPACTO 150ML GTS 30ML;DESODORANTE FEMININO;des aero rexona impacto 150 ml gts 30ml;98;98;DESODORANTE FEMININO
3048;PALETA BOV BEST BEEF ANGUS (TIRAS) KG;BOVINO RESFRIADO;paleta bov best beef angus tiras kg;48;48;BOVINO RESFRIADO
6438;DESOD SIMPLE INVISIBLE S/PER AE FR 150ML;DESODORANTE UNISSEX;desod simple invisible sem per ae fr 150 ml;100;99;DESODORANTE MASCULINO
13153;KIT BODY ABABY ML 6/9M BC;PUERICULTURA;kit body ababy ml 69m bc;245;245;PUERICULTURA
3967;LENCOL TEKA DIAMANTE B CASAL PR 5616;CAMA;lencol teka diamante b casal pr 5616;58;58;CAMA
7985;TOM SEC T PACO 1,5KG-VD;FRUTA SECA;tom sec t paco 15 kg-vd;136;166;LEGUMES
9750;CEBOLINHA SATO MC;LEGUMES;cebolinha sato mc;166;166;LEGUMES
9058;IOG.INT.YORGUS DUO MEL+MIX 115G;IOGURTE;iogintyorgus duo mel+mix 115 g;155;46;BOMBONIERE
7021;ESMALTE COLORAMA GEL VERM OBSESSAO 8ML;ESMALTE;esmalte colorama gel verm obsessao 8 ml;116;116;ESMALTE
14275;SAB BAR LUX SUAVID PETALAS 3X85G;SABONETE BARRA;sab bar lux suavid petalas 3x85 g;259;259;SABONETE BARRA
15412;BEB GASEIFICADA FRIZEE CELEBRATION 300ML;SIDRA/ESPUMANTE;beb gaseificada frizee celebration 300 ml;275;155;IOGURTE
278;LIXA DE ALUMINIO PARA UNHA -DAISO;ACESSÓRIOS MÃO E PÉ;lixa de aluminio para unha -daiso;5;5;ACESSÓRIOS MÃO E PÉ
8092;UVA BENITACA kg EMBANDEJADA;FRUTAS;uva benitaca kg embandejada;137;137;FRUTAS
4954;Macarrão Oriental C/ Ovos 500g Yakissoba Bifum;COMIDA ORIENTAL;macarro oriental com ovos 500 g yakissoba bifum;76;76;COMIDA ORIENTAL
17177;CANECA DE PORCELANA CARINHO 340ml YAZI;UTENSÍLIOS DE PORCELANA/CERÂMICA;caneca de porcelana carinho 340 ml yazi;301;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
12982;KIT BESTWAY P/LIMP PISCINAS 2.79M 58234;PRAIA/PISCINA;kit bestway para limp piscinas 279m 58234;240;240;PRAIA/PISCINA
3445;CAFE PILAO ESPRESS 10 CAPS ALUMINIO C/10;CAFÉ;cafe pilao espress 10 caps aluminio com 10;54;54;CAFÉ
17704;BATATA MCCAIN CASEIRAS 400G;VEGETAL CONGELADO;batata mccain caseiras 400 g;307;307;VEGETAL CONGELADO
1064;AP BARB PRESTOBARBA ULTRAGRIP C/3;APARELHO DE BARBA;ap barb prestobarba ultragrip com 3;19;19;APARELHO DE BARBA
2215;TOALHA PISO ACASA SOFISTICATA AZ 288;BANHO;toalha piso acasa sofisticata az 288;39;39;BANHO
14850;SALG CHIO TORTILLAS ORIGINAL PCT 125G;SALGADINHO E APERITIVO;salg chio tortillas original pct 125 g;269;269;SALGADINHO E APERITIVO
2414;BATEDEIRA KITCHENAID PL VM 220V KEA30CVP;BATEDEIRA;batedeira kitchenaid pl vm 220v kea30cvp;41;41;BATEDEIRA
1965;OLEO COMPOSTO FAISAO TRAD LT 200ML;AZEITE;oleo composto faisao trad lt 200 ml;35;35;AZEITE
9228;CATCHUP KENKO 400G TRAD;KETCHUP;catchup kenko 400 g trad;158;158;KETCHUP
15061;GRANOLA DE TAPIOCA 200g VILAMAR CACAU/CAJU;SAUDÁVEL;granola de tapioca 200 g vilamar cacaucaju;272;272;SAUDÁVEL
12805;PIZZA CALABRESA F34 600G;PIZZA;pizza calabresa f34 600 g;233;233;PIZZA
12600;FILE TILAPIA S/PELE LA MAREA RESF 350G;PEIXE RESFRIADO;file tilapia sem pele la marea resf 350 g;228;228;PEIXE RESFRIADO
4897;TINTURA GARNIER NUTRISSE CACHOS PODER. 4.66 VERMELHO LACRE;COLORAÇÃO FEMININA;tintura garnier nutrisse cachos poder 466 vermelho lacre;74;74;COLORAÇÃO FEMININA
12124;PALMITO PUNPUNHA BONDUELLE 270G-VD ESPAGUETE;PALMITO;palmito punpunha bonduelle 270 g-vd espaguete;218;218;PALMITO
4910;TINT PERM NUTRISSE COLORS MASCR KIT 6646 PIM FOGO;COLORAÇÃO FEMININA;tint perm nutrisse colors mascr kit 6646 pim fogo;74;74;COLORAÇÃO FEMININA
13932;REFRIG VEDETE TUBAINA PET 2L;REFRIGERANTES;refrig vedete tubaina pet 2 l;253;253;REFRIGERANTES
8063;PERA KIDS 500G;FRUTAS;pera kids 500 g;137;137;FRUTAS
8833;VELA SAO JUDAS TADEU VOT HIDRO LARANJA;ILUMINAÇÃO;vela sao judas tadeu vot hidro laranja;153;153;ILUMINAÇÃO
14477;SABONETEIRA ACASA B RESINA BC 0431;SABONETEIRA;saboneteira acasa b resina bc 0431;263;263;SABONETEIRA
13856;REFR PO FRISCO C VIT LIMAO 30G;REFRESCO EM PÓ;refr po frisco vit limao 30 g;251;251;REFRESCO EM PÓ
8691;ELIMINADOR ODOR MAIS DOG 500M LAVANDA;HIGIENE/LIMPEZA PET SHOP;eliminador odor mais dog 500m lavanda;152;152;HIGIENE/LIMPEZA PET SHOP
10308;LINGUICA 1kg DA ROCA RESF SUINA APIM;LINGUIÇA;linguica 1 kg da roca resf suina apim;181;181;LINGUIÇA
611;ALGODAO PREZUNIC BOLA 50G;ALGODÃO;algodao prezunic bola 50 g;10;10;ALGODÃO
7704;GEL TRA LA LA KIDS COLA 250G;FIXADOR DE CABELO;gel tra la la kids cola 250 g;130;274;SHAMPOO INFANTIL
8076;MELANCIA BABY VIVA KG;FRUTAS;melancia baby viva kg;137;137;FRUTAS
13470;PAO HAMB PULLMAN 480G,;PÃES;pao hamb pullman 480 g;247;247;PÃES
3325;CAFE DOP ESPRESSO CERRADO CAP CX C/10;CAFÉ;cafe dop espresso cerrado cap cx com 10;54;54;CAFÉ
11774;SOPINHA PAPISSIMA C/MACARRAO PT 170G;NUTRIÇÃO INFANTIL;sopinha papissima com macarrao pct 170 g;213;193;MASSA SECA
4461;CHA ORG BIO2 19,5G-CX VD/HIBISCO;CHÁ;cha org bio2 195 g-cx vdhibisco;67;67;CHÁ
12873;POLPA UVA ICEFRUIT 400g;POLPA DE FRUTA;polpa uva icefruit 400 g;236;236;POLPA DE FRUTA
15335;SH ELSEVE RT5 200ML;SHAMPOO;sh elseve rt5 200 ml;273;273;SHAMPOO
14124;REQUEIJAO LAC LELO ZERO LACTOSE PT 200G;REQUEIJÃO;requeijao lac lelo zero lactose pct 200 g;256;256;REQUEIJÃO
13792;REFRES CAMP 15G MORANGO;REFRESCO EM PÓ;refres camp 15 g morango;251;251;REFRESCO EM PÓ
552;AGUARD SARAMANDAIA OURO 670ML;AGUARDENTE/CACHAÇA;aguard saramandaia ouro 670 ml;9;9;AGUARDENTE/CACHAÇA
10681;BASE LOREAL BB CREAM MEDIA FPS 20 50ML;MAQUIAGEM;base loreal bb cream media fps 20 50 ml;189;189;MAQUIAGEM
6596;DOCE AMENDOIM CROKITO STO ANTONIO 140G;DOCE TABLETE;doce amendoim crokito sto antonio 140 g;104;104;DOCE TABLETE
3925;LENCOL TEKA D QUEEN ZIGZAG CZ;CAMA;lencol teka queen zigzag cz;58;58;CAMA
13786;QUEIJO PARM.SAO VICENTE FRACAO KG;QUEIJO;queijo parmsao vicente fracao kg;250;250;QUEIJO
8461;HAMB BOV SADIA 672G;HAMBÚRGUER;hamb bov sadia 672 g;145;145;HAMBÚRGUER
5979;SEC CAB TAIFF TITANIUM COLORS 127V;CUIDADOS PESSOAIS;sec cab taiff titanium colors 127v;91;91;CUIDADOS PESSOAIS
13484;PAO CASEIRO CARONE KG;PÃES;pao caseiro carone kg;247;247;PÃES
8386;PIPOCA MICRO LIGHT HIKARI 100G;GRÃOS/CEREAIS;pipoca micro light hikari 100 g;143;143;GRÃOS/CEREAIS
8707;VELA TRENTO SANTA PAULINA BC N2 C/8;ILUMINAÇÃO;vela trento santa paulina bc n2 com 8;153;153;ILUMINAÇÃO
15604;SORVETE KIDELICIA KITORTA DE LIMAO 1,8L;SORVETE;sorvete kidelicia kitorta de limao 18 l;278;278;SORVETE
3489;CALDO SANTA AMALIA 57GR PICANHA;CALDO;caldo santa amalia 57 gr picanha;55;55;CALDO
2643;BISC TORTI TRIUNFO TORTINI MOR PC 160G;BISCOITO;bisc torti triunfo tortini mor pc 160 g;44;44;BISCOITO
5695;CREME DE TRAT 150ml LEAVE-IN FOREVER LISS BANHO VERN;CREME PARA TRATAMENTO;creme de trat 150 ml leave-in forever liss banho vern;86;86;CREME PARA TRATAMENTO
8136;MORANGO E KIWI HORTMIX PICADOS 200G;FRUTAS;morango e kiwi hortmix picados 200 g;137;137;FRUTAS
6229;Desodorante Aerosol Rexona Motion Sense Powder Rosa Feminino 150ml/90g;DESODORANTE FEMININO;desodorante aerosol rexona motion sense powder rosa feminino 150 ml90 g;98;98;DESODORANTE FEMININO
5474;PIMENTA FERRER VERDE VINAGRE 415G;CONDIMENTO NATURAL;pimenta ferrer verde vinagre 415 g;79;310;VINAGRE
5091;COND TRESEMME OLEO RADIANTE 400ML;CONDICIONADOR;cond tresemme oleo radiante 400 ml;77;77;CONDICIONADOR
12828;MUDA PIMENTA P14;PLANTAS, FLORES E ACESSÓRIOS;muda pimenta p14;234;79;CONDIMENTO NATURAL
5226;CO AUSSIE COWASH 500ML MIRACLE CURLS;CONDICIONADOR;co aussie cowash 500 ml miracle curls;77;77;CONDICIONADOR
3476;CAPSULA CAFE .BR ROMANTICO 50G C/10;CAFÉ;capsula cafe br romantico 50 g com 10;54;54;CAFÉ
14325;SAB BAR LUX LUXO PROVOCATEUR 90G;SABONETE BARRA;sab bar lux luxo provocateur 90 g;259;259;SABONETE BARRA
14379;SAB LIQ NIVEA MILK VITAMINS 250ML;SABONETE LÍQUIDO;sab liq nivea milk vitamins 250 ml;261;261;SABONETE LÍQUIDO
5347;CRAVO KI TEMP PO 17g;CONDIMENTO NATURAL;cravo ki temp po 17 g;79;79;CONDIMENTO NATURAL
17075;POTE DECORA HT ROSCA PLASUTIL 300ML;UTENSÍLIOS DE PLÁSTICO;pote decora ht rosca plasutil 300 ml;300;300;UTENSÍLIOS DE PLÁSTICO
18202;VODKA VORUS 1L;VODKA;vodka vorus 1 l;312;312;VODKA
6396;DES ROLL GILLETTE ADVANCED DESOD. COOL WAVE 48G;DESODORANTE MASCULINO;des roll gillette advanced desod cool wave 48 g;99;99;DESODORANTE MASCULINO
10743;RONDELLI CIA ITALIANA 500G 4 QJO .;MASSA FRESCA;rondelli cia italiana 500 g 4 qjo ;191;166;LEGUMES
12482;EMBALAGEM CROMUS PRES CASUAL 25X37;PAPELARIA;embalagem cromus pres casual 25x37;224;224;PAPELARIA
14502;SABAO EM BARRA 200g ATLAS COCO;SABÃO EM BARRA;sabao em barra 200 g atlas coco;264;264;SABÃO EM BARRA
15109;FRUTOS DA TERRA GERGELIM DESCASCADO 200g;SAUDÁVEL;frutos da terra gergelim descascado 200 g;272;272;SAUDÁVEL
4416;CJ CHURRASQ JIM BEAM COOLER/GRILL JB0105;CHURRASCO;cj churrasq jim beam coolergrill jb0105;66;296;UTENSÍLIOS DE INOX/ALUMÍNIO
8935;IOG ZERO LAC NO 170G- INTEG;IOGURTE;iog zero lac no 170 g- integ;155;155;IOGURTE
9984;LIMP PERF MR MUSCULO MANHA CAMPO 1,8L;LIMPADOR MULTIUSO;limp perf mr musculo manha campo 18 l;176;176;LIMPADOR MULTIUSO
14854;NHAC PIPOCA DOCE 60g;SALGADINHO E APERITIVO;nhac pipoca doce 60 g;269;143;GRÃOS/CEREAIS
