index;nome_produto;categoria;pred_encode;categoria_pred
4765;T.BEAUTY COLOR KIT CR. 366 VIOL.PROF.;COLORAÇÃO FEMININA;74;COLORAÇÃO FEMININA
7833;FRALDA PAMPERS T CONFORT MEGA XG 34UN;FRALDA INFANTIL;133;FRALDA INFANTIL
1574;FILTRO AR WEGA FAP9121;AUTOMOTIVO FILTROS;28;AUTOMOTIVO FILTROS
16768;FACA MESA KREA INOX C/3 809;UTENSÍLIOS DE INOX/ALUMÍNIO;296;UTENSÍLIOS DE INOX/ALUMÍNIO
9072;IOGURTE ATI LATTE TIPOA GREGO DESNA 100G;IOGURTE;155;IOGURTE
12835;AZALEIA P6;PLANTAS, FLORES E ACESSÓRIOS;79;CONDIMENTO NATURAL
16464;FINALIZADOR BIO EXTRATUS 150ML UMEC OLEO DE COCO;TRANSFORMAÇÃO CABELOS;77;CONDICIONADOR
13313;AROMATIZANTE KHARIS SPRAY 60ML LAVANDA;PURIFICADOR DE AR;246;PURIFICADOR DE AR
18266;AGUA MIN INDAIA C/GAS 330ML;ÁGUA MINERAL;315;ÁGUA MINERAL
12504;PATE ATUM GOMES DA COSTA TRAD 150G;PATÊ;227;PEIXE EM CONSERVA
2186;JG TOALHA ATLANTICA LAVABO ECO MR 2PCS;BANHO;39;BANHO
8479;HIDRAT LOC CORPO ORIGEM FRUTAS 200ML;HIDRATAÇÃO PARA O CORPO;147;HIDRATAÇÃO PARA O CORPO
9463;LAVA ROUPA BIOZ GREEN HOME 1,2L;LAVA ROUPA LÍQUIDO;164;LAVA ROUPA LÍQUIDO
14438;SAB LIQ OURIBEL PITANGA 1L;SABONETE LÍQUIDO;261;SABONETE LÍQUIDO
10407;CJ LIXEIRA KREA 5L TY0105ST2;LIXEIRA;195;MATERIAL ESCOLAR
10988;FIDELINE STA AMALIA SEM N10 500G;MASSA SECA;193;MASSA SECA
3113;LAGARTO (TATU) BOV TOP QUALITY (BIFE) KG;BOVINO RESFRIADO;48;BOVINO RESFRIADO
10579;CORRETIVO SOFT DAILUS NUDE 02 4G;MAQUIAGEM;189;MAQUIAGEM
15287;SH COSMECEUTA 300ML CERVEJA;SHAMPOO;273;SHAMPOO
2528;BISC PIRAQUE MINI WAFER 40G, LIMAO;BISCOITO;44;BISCOITO
4962;MOLHO POLLI PESTO TOMATE SECO VD 190G;COMIDA ORIENTAL;206;MOLHO DE TOMATE
8221;PO GELATINA ROYAL UVA ZERO PCT 12G (V);GELATINA;141;GELÉIA
1293;PRATO PAPELAO FEST LAR SPIDER C 8;ARTIGOS PARA FESTAS;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
18345;AGUA OXIGENADA AVANTE 90ML ( 30 vol );ÁGUA OXIGENADA;315;ÁGUA MINERAL
6033;Leite de Coco Culinário Coco do Vale 500ml;DERIVADOS DO COCO;171;LEITE UHT
5452;MANJERICAO AMIL 15GR .;CONDIMENTO NATURAL;79;CONDIMENTO NATURAL
2578;BISC LIANE S/LACT WAFFER MOR PCT 115G;BISCOITO;44;BISCOITO
16502;REPAR PONTAS NIELY GOLD SILIC MEGA BRILHO 42ML;TRANSFORMAÇÃO CABELOS;77;CONDICIONADOR
6356;DES ROLL GILLETTE ADVANCED DESOD. ARTIC ICE 48G;DESODORANTE MASCULINO;98;DESODORANTE FEMININO
18197;VODKA KRISKOF TRAGO RUSSO 900ML;VODKA;312;VODKA
3583;SAND HAVAIANAS BRASIL 41/2 PRETO;CALÇADO ADULTO;56;CALÇADO ADULTO
13291;AROMATIZADOR 4ml ARMORALL OCEAN AZUL;PURIFICADOR DE AR;246;PURIFICADOR DE AR
8247;GELEIA ITALIANA 320g ZUEGG AMARENA;GELÉIA;141;GELÉIA
17069;COPO TREIN NUK FC ROSE 150ML 7215055UB;UTENSÍLIOS DE PLÁSTICO;303;UTENSÍLIOS DE VIDRO
11991;PASCOA OVO NESTLE SURPRESA ARIEL 180G;OVO DE PÁSCOA;216;OVO DE PÁSCOA
13134;CHUPETA KUKA PREMIUM ORTO N.2 1UN BRANCA;PUERICULTURA;245;PUERICULTURA
6472;DOCE GOIABADA FUGINI FLOW PACK 400G;DOCE MASSA;103;DOCE PASTA
3252;TELEFONE TRIN TRIN DIVERSOS GERMANO;BRINQUEDOS UNISEX;286;TELEFONIA
13137;MAMADEIRA LOLLY TIP COLOR RED RO 240ML;PUERICULTURA;245;PUERICULTURA
4210;CERV MORENABIER GERMAN PILSEN GF 600ML;CERVEJA;63;CERVEJA
6103;LIMP DURATTO GRELHAS/CHURRASQUEIRA 500ML;DESENGORDURANTE;176;LIMPADOR MULTIUSO
12561;SARD ROBINSON CRUSOE 125G EM MOLH TOMATE;PEIXE EM CONSERVA;227;PEIXE EM CONSERVA
3371;CAFE MELITTA CAPS 50G, AUDACCE;CAFÉ;54;CAFÉ
12478;SACOLA PRESENTE IMP ACASA C/MARC 401;PAPELARIA;195;MATERIAL ESCOLAR
16479;REPAR PONTAS FINA FLOR QUERAT 30ML;TRANSFORMAÇÃO CABELOS;77;CONDICIONADOR
8143;UVA MISTA C/SEMENTE KG;FRUTAS;137;FRUTAS
14972;SALSICHA CERVELA BERNA 300G;SALSICHA;250;QUEIJO
10263;GEL SANT ZAP ADES CLEAN APAR 38G, CITR;LIMPEZA SANITÁRIA;130;FIXADOR DE CABELO
12512;BACALHAU RIBERALVES DESFI DES CONG 500G;PEIXE CONGELADO;216;OVO DE PÁSCOA
9772;LEITE MOLICO TOT CALC 280G C/2+NESF 170G;LEITE EM PÓ;171;LEITE UHT
2886;Alfajor de chocolate chocopie 180g - orion;BOMBONIERE;46;BOMBONIERE
10285;AP SANIT VIM CITRUS 3 EM 1 35G;LIMPEZA SANITÁRIA;281;SUCO PRONTO/NECTAR
5123;COND.RICCA 250ML BARBIE SUAVE ALOE VERA;CONDICIONADOR;77;CONDICIONADOR
2731;BOLO INTEGRAL BANANA kg;BOLOS;45;BOLOS
12153;PALMITO DA FAZENDA CARPACCIO 210G;PALMITO;218;PALMITO
11503;MOLHO PIMENTA PIRATA 150ML PET PICANTE;MOLHO DE PIMENTA;205;MOLHO DE PIMENTA
16872;COLHER DE MADEIRA TRINDADE OVAL 27CM;UTENSÍLIOS DE MADEIRA;296;UTENSÍLIOS DE INOX/ALUMÍNIO
7577;FEIJAO CARIOCA 1kg KICALDO 10X1;FEIJÃO;125;FEIJÃO
16691;ABRIDOR MUNDO FACIL LATA .;UTENSÍLIOS DE INOX/ALUMÍNIO;296;UTENSÍLIOS DE INOX/ALUMÍNIO
7120;ESMALTE COLORAMA GEL CORPO TROPICAL 8ML;ESMALTE;116;ESMALTE
13046;MULTIPROC OSTER 7X1 PT 680W 127V MPR870;PROCESSADOR DE ALIMENTOS;25;AUTOMOTIVO ACESSÓRIOS
3921;PORTA TRAVESSEIRO MF 50X70 KA;CAMA;58;CAMA
18330;AGUA MINERAL BONAFONT MENINAS S/G 330ML;ÁGUA MINERAL;315;ÁGUA MINERAL
16342;TIRA MANCHA VANISH MUL OX ACT 450G(RASP);TIRA MANCHA;58;CAMA
16164;TELEFONE MOTOROLA MOTO 7000 PT MDR2;TELEFONIA;286;TELEFONIA
9704;PIMENTAO AMARELO EMBALADO KG;LEGUMES;79;CONDIMENTO NATURAL
10548;BORR.NICO NOVATO PANELA PRESSAO 7L R:708;MANUTENÇÃO COZINHA;296;UTENSÍLIOS DE INOX/ALUMÍNIO
14322;SAB BAR ANTIBAC PROTEX ENERGY MEN 130G;SABONETE BARRA;259;SABONETE BARRA
550;AGUARD CACHACA DO BARRIL 500ML;AGUARDENTE/CACHAÇA;253;REFRIGERANTES
14304;SAB BAR PALMOLIVE NATURALS CENOURA LA 90G;SABONETE BARRA;259;SABONETE BARRA
16206;TEMPERO 300g CUMARI S/ PIMENTA;TEMPERO;288;TEMPERO
14661;SAL ROSA DO HIMALAIA 500g KI SABOR;SAL;266;SAL
4777;T.NUTRISSE KIT 61 LOUR.ESC.ACI;COLORAÇÃO FEMININA;74;COLORAÇÃO FEMININA
753;STICKS 70g 8 IN 1 ORIGINAL;ALIMENTO PARA CÃES;46;BOMBONIERE
10356;LINGUICA TP CUIABANA CARDEAL 900G BOVINA;LINGUIÇA;181;LINGUIÇA
15710;PICOLE SELECTO ICE 60G DIET COCO;SORVETE;278;SORVETE
1916;AZEITE (P) ANDORINHA 250ML VD EXTRA VIRGEM;AZEITE;35;AZEITE
242;CABO ELG APPLE LIGHTNING NYLON CZ L810BY;ACESSÓRIOS ELETRO;4;ACESSÓRIOS ELETRO
4685;SHIMEJI T. VITA CINZA BDJ 200G;COGUMELO;273;SHAMPOO
6595;DOCE FRUTABELLA 30G BANA C/AME ZERO;DOCE TABLETE;103;DOCE PASTA
4960;OLEO GERGELIM TORRADO SHANGAI 100ML;COMIDA ORIENTAL;35;AZEITE
17582;COADOR TA LIMPO CABO MADEIRA N.1;UTENSÍLIOS PARA CAFÉ;300;UTENSÍLIOS DE PLÁSTICO
5121;COND.BIO EXTRATUS 250ML NUT CACHOS .;CONDICIONADOR;77;CONDICIONADOR
6111;DESINF ZAP FLORAL 500ML;DESINFETANTE;97;DESINFETANTE
3076;FILET MIGNON SUINO kg GRANEL;BOVINO RESFRIADO;48;BOVINO RESFRIADO
13986;REFRIG PEPSI PET 2L;REFRIGERANTES;253;REFRIGERANTES
7133;ESMALTE CREMOSO 5FREE PRA CIMA 8ML  VULT;ESMALTE;116;ESMALTE
3104;PICANHA SAB GOURMET CRY kg PECA;BOVINO RESFRIADO;48;BOVINO RESFRIADO
3637;SANDALIA IPANEMA HAPPY RS/RS 35;CALÇADO ADULTO;56;CALÇADO ADULTO
15176;SH JOHN FRIEDA FE SMOOTH START HIDRATACAO 295ML;SHAMPOO;273;SHAMPOO
13008;PRESERVATIVO SEX FREE TUTTI-FRUTTI C/3;PRESERVATIVO;133;FRALDA INFANTIL
11358;JG AMERICANO KREA BAMBOO C/4;MESA;58;CAMA
12806;PIZZA MUSSARELA F34 500G;PIZZA;36;AZEITONA
3503;CALDO MAGGI 63G GALINHA AZEITE;CALDO;250;QUEIJO
11307;MEL EBIA 500G JARRA VDO;MEL;272;SAUDÁVEL
7773;FRALDA PAMPERS CONFORT FORT XG C/58;FRALDA INFANTIL;133;FRALDA INFANTIL
18339;AGUA MINERAL HERITAGE S/GAS GFA 510ML;ÁGUA MINERAL;315;ÁGUA MINERAL
11281;MEIA LOBA ESSENCIAL FUMEE P 5770;MEIA;12;ALIMENTO PARA CÃES
10283;GEL QUIM AROMA 6g;LIMPEZA SANITÁRIA;130;FIXADOR DE CABELO
15914;SUCO IMBAMARA MARACUJA 500ML;SUCO PRONTO/NECTAR;281;SUCO PRONTO/NECTAR
8114;COCO BENASSI NATURAL FAT 170G;FRUTAS;272;SAUDÁVEL
4584;CHA FEEL GOOD VDE-LAR/GENG PET 450ML;CHÁ PRONTO;67;CHÁ
11685;MOSTARDA 360g CEPERA;MOSTARDA;211;MOSTARDA
12340;MOP CONDOR LIMPA LUSTRA REFIL;PANOS/FLANELAS;220;PANOS/FLANELAS
11805;CASTANHA PARA UNIAGO CX 90G;OLEOGINÓSA;137;FRUTAS
6205;DESINFETANTE SANTA CLARA 5L LAVANDA .;DESINFETANTE;97;DESINFETANTE
16172;CELULAR MOTOROLA MOTO ONE BC XT1941-3;TELEFONIA;286;TELEFONIA
1195;ARROZ ORG CAMIL 1KG;ARROZ;22;ARROZ
10390;LIQUIDIFICADOR SEMP TCL VM 1.5L 1000W 127V LI8017;LIQUIDIFICADOR;182;LIQUIDIFICADOR
5015;MOLHO FUGINI SC 300G, YAKISSOBA;COMIDA ORIENTAL;206;MOLHO DE TOMATE
9838;LEITE SAB CHOCO NESQUIK C 3X200ML MOR;LEITE SABORIZADO;171;LEITE UHT
7269;ESSENCIA ARRIFANA AMENDOA 30ML;ESSÊNCIA/CORANTE;246;PURIFICADOR DE AR
11589;MOLHO INGLES SABOR 150ML PIC;MOLHO INGLÊS;205;MOLHO DE PIMENTA
15767;SUCO SERGIPE PET 500ML GOIABA;SUCO CONCENTRADO;281;SUCO PRONTO/NECTAR
11543;MOLHO TOM PRAMESA 2KG-SACHE PIZZA;MOLHO DE TOMATE;206;MOLHO DE TOMATE
10521;MANTEIGA 200g COMPLEITE;MANTEIGA;187;MANTEIGA
18296;AGUA MINERAL BIOLEVE S/GAS ROSA PET 510ML;ÁGUA MINERAL;315;ÁGUA MINERAL
2559;BISC WAFF TRIUNFO CHOC BEIJINHO 145G;BISCOITO;44;BISCOITO
2927;CHOC PECCIN TRENTO DARK 32G;BOMBONIERE;46;BOMBONIERE
8158;CAMARAO 7 BARBAS QUATRO MARES 400G DESC;FRUTOS DO MAR CONGELADOS;138;FRUTOS DO MAR CONGELADOS
10021;LIMP M USO POLITRIZ TQ 500ML;LIMPADOR MULTIUSO;176;LIMPADOR MULTIUSO
15784;SUCO NATURAL ONE RESF 900ML UV/MA BLEND;SUCO NATURAL;281;SUCO PRONTO/NECTAR
5822;CR DENT CREME SORRISO XTREME WHITE BRILHO 5 ESTRELAS 90G;CREME/GEL DENTAL ADULTO;87;CREME/GEL DENTAL ADULTO
829;RACAO GATO FARO AD CARNE/PEIXE/VEG 1KG;ALIMENTO PARA GATOS;12;ALIMENTO PARA CÃES
11417;ACHOCOLAT DIET PO LOWCUCAR 210G-PT;MODIFICADOR DE LEITE;46;BOMBONIERE
12323;ESFREGAO P/ CHAO MAXIMO OBER 67X40 COL;PANOS/FLANELAS;220;PANOS/FLANELAS
13147;CHUPETA LILLO CORES FORTES EX-AIR SIL ROSA TAM 2 1UN;PUERICULTURA;245;PUERICULTURA
5468;COENTRO CHEIRO VERDE UND;CONDIMENTO NATURAL;79;CONDIMENTO NATURAL
13312;DIFUSOR AROMAS VIA AROMA BABY 100ML;PURIFICADOR DE AR;246;PURIFICADOR DE AR
17971;VINAGRE GALLO 250ML-VD VINHO BCO;VINAGRE;310;VINAGRE
1895;SOBRECOXA FRANGO COPACOL TEMP RESF 1KG;AVE RESFRIADA;33;AVE RESFRIADA
4470;CHA BARAO 13G VERDE;CHÁ;67;CHÁ
5076;COND GOTA DOURADA FORTALEC CAB 430ML;CONDICIONADOR;77;CONDICIONADOR
6478;BANANINHA TACHAO 25G C/CHOC;DOCE MASSA;137;FRUTAS
266;PALITO VERTIX MANICURE C/100 3228 .;ACESSÓRIOS MÃO E PÉ;6;ACESSÓRIOS PARA CABELO
17216;XICARA GERMER B C/PIRES FOLK 4693820;UTENSÍLIOS DE PORCELANA/CERÂMICA;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
17788;ALFACE MIMOSA SOLO VIVO UN;VERDURAS;309;VERDURAS
7872;FRALDA CREMER DISNEY BABY JUMBINHO XG 14UN;FRALDA INFANTIL;133;FRALDA INFANTIL
6191;DESINF SCARLIM LEIOTO EUCALIPTO 5L;DESINFETANTE;97;DESINFETANTE
7981;PASSAS LA VIOLETERA 100G BRANCA S/S .;FRUTA SECA;137;FRUTAS
10472;MAIONESE HELLMANNS 500G-PET C/AZEITE OLIVA;MAIONESE;250;QUEIJO
151;CABIDE ARQPLAST ADULTO CONJ.6 PC;ACESSÓRIOS DE LAVANDERIA;2;ACESSÓRIOS DE LAVANDERIA
17950;VINAG BELMO BALS 500;VINAGRE;77;CONDICIONADOR
9042;IOG YOGUEDES SC MORANGO 900G;IOGURTE;155;IOGURTE
15386;SH BIO EXTRATUS KIDS 250ML 2 EM 1 MENINO;SHAMPOO INFANTIL;273;SHAMPOO
3670;SAND AD HAVAIANAS SURF 37/38 AREIA/CAF;CALÇADO ADULTO;56;CALÇADO ADULTO
5619;CR PENTEAR ORIGEM RESTAURACAO 300ML;CREME DE PENTEAR;85;CREME DE PENTEAR
5251;COND FRUCTIS STOP QUEDAS LV300MLPG250;CONDICIONADOR;77;CONDICIONADOR
1266;VELA REGINA CINTILANTE AZUL NÂº0;ARTIGOS PARA FESTAS;23;ARTIGOS PARA FESTAS
8013;AMEIXA PRETA SECA S/CAROCO A GRANEL kg;FRUTAS;137;FRUTAS
13784;QUEIJO QUATTOCOLLI PECORINO ROMANO 200G;QUEIJO;250;QUEIJO
9066;IOG GREGO CAROLINA FRUTAS AMAR 100G;IOGURTE;155;IOGURTE
9266;KIT SH/COND 240ml RELVAZON ERVA DOCE;KIT CABELOS ADULTOS;273;SHAMPOO
13454;PAO THABRULAI LEITE PCT 500G;PÃES;247;PÃES
10009;LIMP PERF VEJA FRUTAS CAMP 500ML;LIMPADOR MULTIUSO;176;LIMPADOR MULTIUSO
15319;SH ELSEVE HYDR MAX COLAG 750ML;SHAMPOO;273;SHAMPOO
1967;OLEO COMPOSTO MARIA 500ML PET ALHO;AZEITE;35;AZEITE
16654;CONJ TALHER 12PCS VERDE TRAMONTINA;UTENSÍLIOS DE INOX/ALUMÍNIO;296;UTENSÍLIOS DE INOX/ALUMÍNIO
5271;CONDIC INF HOT WHEELS SPORT AMARELO 300ML;CONDICIONADOR INFANTIL;77;CONDICIONADOR
3560;SAND IPANEMA SUNSHINE 39/40 ROSA/R C;CALÇADO ADULTO;56;CALÇADO ADULTO
10162;LIMP AG MICELAR NIVEA SOLUCAO LIMP 6EM1 200ML;LIMPEZA DO ROSTO;176;LIMPADOR MULTIUSO
4433;ESPETO CHUR THEOTO MAD 100UN-PC;CHURRASCO;133;FRALDA INFANTIL
13232;PURIF AR AERO GLADE AMORE 360ML;PURIFICADOR DE AR;246;PURIFICADOR DE AR
13729;QUEIJO EMMENTAL BASEL PESO;QUEIJO;250;QUEIJO
10296;LINGUIÇA DE FRANGO PERDIGÃO KG;LINGUIÇA;181;LINGUIÇA
14746;SALAME PAMPLONA ITAL FAT 100GR CART;SALAME;268;SALAME
18179;VINHO PORTUGUES M MARIALVA SELEC TTO 750ML;VINHO;311;VINHO
17872;SALSINHA UNID;VERDURAS;79;CONDIMENTO NATURAL
5818;CR DENT CREME CLOSE UP TRIPLE MENTA 70G 12UN/PG10;CREME/GEL DENTAL ADULTO;87;CREME/GEL DENTAL ADULTO
1740;LUBRIF 10W40 TOTAL 7000;AUTOMOTIVO ÓLEOS/ADITIVOS/FLUIDOS;31;AUTOMOTIVO ÓLEOS/ADITIVOS/FLUIDOS
9285;KIT ELSEVE SH 375ML+CO 170ML-FR ARGININA RES X3;KIT CABELOS ADULTOS;273;SHAMPOO
15416;ESPUMANTE ESP CASTELL D'ORDAL 750ML;SIDRA/ESPUMANTE;275;SIDRA/ESPUMANTE
12891;POLPA FRUTA ICEFRUIT MORANGO;POLPA DE FRUTA;236;POLPA DE FRUTA
11862;CESTO ORG SANREMO FLEXIVEL RED BC 44L;ORGANIZADOR;215;ORGANIZADOR
10920;MAC KORIN ORG PENNE 500G GRAO DURO;MASSA SECA;193;MASSA SECA
13547;PAO ALHO SABOR ZE DO ESPETO 450G-PC ALHO PORO;PÃO DE ALHO;247;PÃES
776;ALIM CAO PEDIGREE AD RP CAR SACHE C/8UN;ALIMENTO PARA CÃES;12;ALIMENTO PARA CÃES
4526;CHA MAT MATE REAL NATURAL C/20;CHÁ;67;CHÁ
108;ESPONJA BANHO FRESH NYLON 103;ACESSÓRIOS DE BANHO;1;ACESSÓRIOS DE BANHO
8840;LAMPADAS CLASSIC KIAN LED 9W;ILUMINAÇÃO;153;ILUMINAÇÃO
12910;POLPA FRUTA DEMARCHI CUPUACU 100G;POLPA DE FRUTA;236;POLPA DE FRUTA
1298;VELA JUNCO SKIN 5 AZUL;ARTIGOS PARA FESTAS;23;ARTIGOS PARA FESTAS
6421;DESOD H20 ROLL ON 50ML HOMEM;DESODORANTE UNISSEX;98;DESODORANTE FEMININO
5003;PRATO PRONTO BONSAI SUSHI URAMAKI 200G;COMIDA ORIENTAL;247;PÃES
60;PROT DIARIO CAREFREE TODO DIA FLEXI S/PERF CX C/40;ABSORVENTE;0;ABSORVENTE
16968;COLHER KREA P/SORVETE 1606;UTENSÍLIOS DE PLÁSTICO;296;UTENSÍLIOS DE INOX/ALUMÍNIO
4963;GUMI APPLE 107G KASUGAI;COMIDA ORIENTAL;46;BOMBONIERE
11076;MOCHILA SESTINI POA PT/BC 71581-74;MATERIAL ESCOLAR;195;MATERIAL ESCOLAR
7715;POMADA CABELO NEW BARBER BLACK 150G;FIXADOR DE CABELO;189;MAQUIAGEM
17631;CACHEPO BEZAVEL PRIMAVERA SORTIDO;VASOS;265;SACOS
9105;ESGUICHO REVOLVER CROMADO ASA DO BRASIL;JARDINAGEM CUIDAR;296;UTENSÍLIOS DE INOX/ALUMÍNIO
3132;FILE COST (ENTREC) BOV TOP QUALITY (V)KG;BOVINO RESFRIADO;48;BOVINO RESFRIADO
9360;SANDUICHE PEITO PERU KG;LANCHE PRONTO;247;PÃES
7322;FARINHA MAND ZANFA'S 1kg BRANCA .;FARINÁCEO;124;FARINÁCEO
11549;MOLHO LA PASTINA 320GR OLIVE .;MOLHO DE TOMATE;206;MOLHO DE TOMATE
18082;VINHO CASTELO DO SULCO GFA 750ML;VINHO;311;VINHO
16100;PERNIL SUINO SULITA Kg TEMP RESF;SUÍNO RESFRIADO;284;SUÍNO RESFRIADO
685;ALIM P CAES FOSTER 8KG, JUNIOR;ALIMENTO PARA CÃES;12;ALIMENTO PARA CÃES
18337;AGUA MINERAL FONT LIFE C/GAS PET 510ML;ÁGUA MINERAL;315;ÁGUA MINERAL
11241;CADERNO CD LIFT COSTURADO AZUL 1 4 96FLS;MATERIAL ESCOLAR;195;MATERIAL ESCOLAR
12149;PALMITO RIBEIRAO INTEIRO 300G;PALMITO;218;PALMITO
6226;DES AERO REXONA IMPACTO 150ML GTS 30ML;DESODORANTE FEMININO;98;DESODORANTE FEMININO
3048;PALETA BOV BEST BEEF ANGUS (TIRAS) KG;BOVINO RESFRIADO;48;BOVINO RESFRIADO
6438;DESOD SIMPLE INVISIBLE S/PER AE FR 150ML;DESODORANTE UNISSEX;99;DESODORANTE MASCULINO
13153;KIT BODY ABABY ML 6/9M BC;PUERICULTURA;58;CAMA
3967;LENCOL TEKA DIAMANTE B CASAL PR 5616;CAMA;58;CAMA
7985;TOM SEC T PACO 1,5KG-VD;FRUTA SECA;74;COLORAÇÃO FEMININA
9750;CEBOLINHA SATO MC;LEGUMES;166;LEGUMES
9058;IOG.INT.YORGUS DUO MEL+MIX 115G;IOGURTE;155;IOGURTE
7021;ESMALTE COLORAMA GEL VERM OBSESSAO 8ML;ESMALTE;116;ESMALTE
14275;SAB BAR LUX SUAVID PETALAS 3X85G;SABONETE BARRA;259;SABONETE BARRA
15412;BEB GASEIFICADA FRIZEE CELEBRATION 300ML;SIDRA/ESPUMANTE;77;CONDICIONADOR
278;LIXA DE ALUMINIO PARA UNHA -DAISO;ACESSÓRIOS MÃO E PÉ;5;ACESSÓRIOS MÃO E PÉ
8092;UVA BENITACA kg EMBANDEJADA;FRUTAS;137;FRUTAS
4954;Macarrão Oriental C/ Ovos 500g Yakissoba Bifum;COMIDA ORIENTAL;193;MASSA SECA
17177;CANECA DE PORCELANA CARINHO 340ml YAZI;UTENSÍLIOS DE PORCELANA/CERÂMICA;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
12982;KIT BESTWAY P/LIMP PISCINAS 2.79M 58234;PRAIA/PISCINA;176;LIMPADOR MULTIUSO
3445;CAFE PILAO ESPRESS 10 CAPS ALUMINIO C/10;CAFÉ;54;CAFÉ
17704;BATATA MCCAIN CASEIRAS 400G;VEGETAL CONGELADO;269;SALGADINHO E APERITIVO
1064;AP BARB PRESTOBARBA ULTRAGRIP C/3;APARELHO DE BARBA;25;AUTOMOTIVO ACESSÓRIOS
2215;TOALHA PISO ACASA SOFISTICATA AZ 288;BANHO;39;BANHO
14850;SALG CHIO TORTILLAS ORIGINAL PCT 125G;SALGADINHO E APERITIVO;269;SALGADINHO E APERITIVO
2414;BATEDEIRA KITCHENAID PL VM 220V KEA30CVP;BATEDEIRA;296;UTENSÍLIOS DE INOX/ALUMÍNIO
1965;OLEO COMPOSTO FAISAO TRAD LT 200ML;AZEITE;35;AZEITE
9228;CATCHUP KENKO 400G TRAD;KETCHUP;250;QUEIJO
15061;GRANOLA DE TAPIOCA 200g VILAMAR CACAU/CAJU;SAUDÁVEL;272;SAUDÁVEL
12805;PIZZA CALABRESA F34 600G;PIZZA;36;AZEITONA
12600;FILE TILAPIA S/PELE LA MAREA RESF 350G;PEIXE RESFRIADO;48;BOVINO RESFRIADO
4897;TINTURA GARNIER NUTRISSE CACHOS PODER. 4.66 VERMELHO LACRE;COLORAÇÃO FEMININA;74;COLORAÇÃO FEMININA
12124;PALMITO PUNPUNHA BONDUELLE 270G-VD ESPAGUETE;PALMITO;218;PALMITO
4910;TINT PERM NUTRISSE COLORS MASCR KIT 6646 PIM FOGO;COLORAÇÃO FEMININA;74;COLORAÇÃO FEMININA
13932;REFRIG VEDETE TUBAINA PET 2L;REFRIGERANTES;253;REFRIGERANTES
8063;PERA KIDS 500G;FRUTAS;137;FRUTAS
8833;VELA SAO JUDAS TADEU VOT HIDRO LARANJA;ILUMINAÇÃO;153;ILUMINAÇÃO
14477;SABONETEIRA ACASA B RESINA BC 0431;SABONETEIRA;259;SABONETE BARRA
13856;REFR PO FRISCO C VIT LIMAO 30G;REFRESCO EM PÓ;251;REFRESCO EM PÓ
8691;ELIMINADOR ODOR MAIS DOG 500M LAVANDA;HIGIENE/LIMPEZA PET SHOP;246;PURIFICADOR DE AR
10308;LINGUICA 1kg DA ROCA RESF SUINA APIM;LINGUIÇA;181;LINGUIÇA
611;ALGODAO PREZUNIC BOLA 50G;ALGODÃO;55;CALDO
7704;GEL TRA LA LA KIDS COLA 250G;FIXADOR DE CABELO;130;FIXADOR DE CABELO
8076;MELANCIA BABY VIVA KG;FRUTAS;137;FRUTAS
13470;PAO HAMB PULLMAN 480G,;PÃES;247;PÃES
3325;CAFE DOP ESPRESSO CERRADO CAP CX C/10;CAFÉ;54;CAFÉ
11774;SOPINHA PAPISSIMA C/MACARRAO PT 170G;NUTRIÇÃO INFANTIL;269;SALGADINHO E APERITIVO
4461;CHA ORG BIO2 19,5G-CX VD/HIBISCO;CHÁ;67;CHÁ
12873;POLPA UVA ICEFRUIT 400g;POLPA DE FRUTA;236;POLPA DE FRUTA
15335;SH ELSEVE RT5 200ML;SHAMPOO;273;SHAMPOO
14124;REQUEIJAO LAC LELO ZERO LACTOSE PT 200G;REQUEIJÃO;256;REQUEIJÃO
13792;REFRES CAMP 15G MORANGO;REFRESCO EM PÓ;251;REFRESCO EM PÓ
552;AGUARD SARAMANDAIA OURO 670ML;AGUARDENTE/CACHAÇA;275;SIDRA/ESPUMANTE
10681;BASE LOREAL BB CREAM MEDIA FPS 20 50ML;MAQUIAGEM;189;MAQUIAGEM
6596;DOCE AMENDOIM CROKITO STO ANTONIO 140G;DOCE TABLETE;103;DOCE PASTA
3925;LENCOL TEKA D QUEEN ZIGZAG CZ;CAMA;58;CAMA
13786;QUEIJO PARM.SAO VICENTE FRACAO KG;QUEIJO;250;QUEIJO
8461;HAMB BOV SADIA 672G;HAMBÚRGUER;145;HAMBÚRGUER
5979;SEC CAB TAIFF TITANIUM COLORS 127V;CUIDADOS PESSOAIS;25;AUTOMOTIVO ACESSÓRIOS
13484;PAO CASEIRO CARONE KG;PÃES;247;PÃES
8386;PIPOCA MICRO LIGHT HIKARI 100G;GRÃOS/CEREAIS;269;SALGADINHO E APERITIVO
8707;VELA TRENTO SANTA PAULINA BC N2 C/8;ILUMINAÇÃO;153;ILUMINAÇÃO
15604;SORVETE KIDELICIA KITORTA DE LIMAO 1,8L;SORVETE;278;SORVETE
3489;CALDO SANTA AMALIA 57GR PICANHA;CALDO;250;QUEIJO
2643;BISC TORTI TRIUNFO TORTINI MOR PC 160G;BISCOITO;44;BISCOITO
